texto,label
Favor enviar a configuração do servidor até sexta-feira.,1
"Registro de reunião: tudo certo, próximos passos já definidos internamente… Obrigada!",0
Solicito o índice de busca para esta semana!,1
Prezados! Compartilhando o resumo semanal do time. Abraços,0
Solicito o ambiente de homologação até 17h.,1
Parabéns pelo lançamento da versão 7.2! Excelente trabalho do time!,0
"Boa noite, poderiam reativar o pipeline de CI/CD em até 24h, por favor…",1
Podem desbloquear o status do pedido referente ao ticket #4587 o quanto antes.,1
Preciso que providenciar o status do pedido assim que possível.,1
Conseguem enviar o pipeline de CI/CD em até 24h? É urgente…,1
Segue a resumo semanal da semana com os principais destaques do produto. Abs.,0
Podem investigar o DNS referente ao ticket #2758 assim que possível.,1
"Fala pessoal, poderiam atualizar o backup para esta semana, se possível.",1
Conseguem reativar as permissões de acesso até amanhã? Prioridade alta.,1
Solicito o ticket até sexta-feira…,1
Favor notificar o chamado assim que possível.,1
Podem priorizar o status do pedido referente ao ticket #4518 com urgência.,1
Olá! Compartilhando o resumo semanal do time!,0
"Bom dia, pessoal! Obrigado pela ajuda de ontem. Obrigada!",0
Parabéns pelo lançamento da versão 2.5! Excelente trabalho do time.,0
Podem reativar o status do pedido referente ao ticket #9502 até o fim do dia!,1
Notas rápidas: release notes referente à última sprint. Obrigada!,0
Solicito o envio da nota fiscal NF-36876 até o fim do dia.,1
Podem agendar a integração referente ao ticket #778 o quanto antes.,1
Parabéns pelo lançamento da versão 1.0! Excelente trabalho do time. Até mais,0
Notas rápidas: release notes referente à última sprint.,0
Bem-vindos ao time os novos integrantes. Até mais,0
Preciso que instalar o documento para esta semana.,1
Parabéns pelo lançamento da versão 5.3! Excelente trabalho do time…,0
Apenas informando: changelog disponível. Obrigada!,0
Poderiam confirmar o webhook até sexta-feira!,1
Preciso que emitir o documento até o próximo dia útil.,1
Precisamos reembolsar o ticket para o pedido PED-2022-2210 até 22/09.,1
Conseguem revisar o banco de dados assim que possível? Alta prioridade!,1
Parabéns a todos pelo release 1.6!.,0
Changelog 6.9 publicado. Sem necessidade de retorno.,0
Notas rápidas: changelog referente à última sprint! Att.,0
Solicito o deploy até sexta-feira!,1
Podem publicar o laudo técnico referente ao ticket #4161 até amanhã.,1
Publicamos as newsletter; obrigado a todos pelo apoio. Att.,0
Poderiam confirmar o build até 17h.,1
Podem liberar o ambiente de homologação referente ao ticket #2615 o quanto antes.,1
Publicamos as notas de versão; obrigado a todos pelo apoio. Abraços,0
Prezados! Compartilhando o resumo semanal do time! Bom trabalho a todos,0
Favor confirmar o índice de busca em até 24h.,1
Solicito as permissões de acesso até amanhã…,1
Publicamos as resumo semanal; obrigado a todos pelo apoio. Até mais,0
Para conhecimento: atualizações do produto publicada. Não requer ação. Abraços,0
Notas rápidas: atualizações do produto referente à última sprint…,0
Segue a changelog da semana com os principais destaques do produto…,0
Parabéns a todos pelo release 5.9!…,0
Sem pendências no momento; bom trabalho a todos… Abraços,0
Preciso que anexar o comprovante de pagamento em até 24h.,1
Conseguem habilitar o ambiente de homologação até 17h? É urgente…,1
Poderiam confirmar a nota fiscal até 17h.,1
"Fala pessoal, pessoal! Obrigado pela ajuda de ontem. Até mais",0
Solicito o envio da nota fiscal NF-21723 assim que possível.,1
Segue a notas de versão da semana com os principais destaques do produto.,0
Poderiam confirmar o ambiente de produção até 17h.,1
Só passando para desejar uma ótima semana. Bom trabalho a todos,0
Podem autorizar o boleto referente ao ticket #7924 até sexta-feira…,1
"Oi, pessoal! Obrigado pela ajuda de ontem. Abs.",0
Para conhecimento: release notes publicada. Não requer ação… Obrigada!,0
Atualização interna: tarefas concluídas; nenhum retorno necessário! Abraços,0
Precisamos instalar a integração para o pedido PED-2025-4610 até 12/01…,1
"Prezados, pessoal! Obrigado pela ajuda de ontem.",0
Poderiam confirmar o contrato até 17h… Abraços,1
Precisamos publicar o documento para o pedido PED-2022-7621 até 03/03.,1
Apenas informando: boletim disponível.,0
Notas rápidas: release notes referente à última sprint. Abs.,0
"Prezados, pessoal! Obrigado pela ajuda de ontem… Bom trabalho a todos",0
Favor autorizar o chamado o quanto antes!,1
Podem esclarecer a atualização do sistema referente ao ticket #8679 até sexta-feira!,1
"Oi, pessoal! Obrigado pela ajuda de ontem… Att.",0
Notas rápidas: status update referente à última sprint. Abraços,0
Changelog 7.0 publicado. Sem necessidade de retorno…,0
"Registro de reunião: tudo certo, próximos passos já definidos internamente. Obrigado!",0
Bem-vindos ao time os novos integrantes!,0
"Olá, poderiam escalar o chamado ainda hoje, assim que puderem.",1
Precisamos confirmar o build para o pedido PED-2025-4605 até 15/05…,1
Segue a release notes da semana com os principais destaques do produto. Abraços,0
Estou com bug na tela de login; conseguem corrigir o ticket? Ref.: #4390,1
Segue a resumo semanal da semana com os principais destaques do produto. Att.,0
Solicito a nota fiscal até 17h.,1
Só passando para desejar uma ótima semana… Até mais,0
Favor desbloquear o laudo técnico até 17h.,1
Bem-vindos ao time os novos integrantes… Bom trabalho a todos,0
Notas rápidas: boletim referente à última sprint… Obrigada!,0
Solicito o envio da nota fiscal NF-68991 o quanto antes.,1
"Olá, poderiam autorizar o build o quanto antes, por favor…",1
Apenas informando: resumo semanal disponível. Abraços,0
Favor retornar a nota fiscal até sexta-feira.,1
Podem habilitar o ambiente de produção referente ao ticket #6191 para esta semana!,1
Podem investigar o orçamento referente ao ticket #6922 para esta semana.,1
Sem pendências no momento; bom trabalho a todos. Obrigado!,0
Poderiam confirmar o ambiente de produção em até 24h!,1
"Oi, pessoal! Obrigado pela ajuda de ontem!",0
Favor liberar o relatório financeiro assim que possível.,1
Equipe! Compartilhando o resumo semanal do time…,0
Solicito o envio da nota fiscal NF-46998 até o próximo dia útil…,1
Estou com instabilidade no servidor; conseguem revisar a configuração do servidor? Ref.: #154,1
Para conhecimento: release notes publicada. Não requer ação.,0
Conseguem desbloquear o relatório financeiro o quanto antes? É urgente!,1
Poderiam confirmar o ambiente de homologação até o próximo dia útil…,1
Parabéns pelo lançamento da versão 1.9! Excelente trabalho do time.,0
Precisamos confirmar o backup para o pedido PED-2024-116 até 09/05!,1
Precisamos resetar o DNS para o pedido PED-2024-9467 até 24/04.,1
Parabéns a todos pelo release 3.6!.,0
Prezados! Compartilhando o resumo semanal do time!,0
Equipe! Compartilhando o resumo semanal do time!,0
Precisamos investigar o documento para o pedido PED-2025-7503 até 07/09.,1
Solicito o envio da nota fiscal NF-66950 ainda hoje.,1
Parabéns pelo lançamento da versão 1.4! Excelente trabalho do time…,0
Parabéns a todos pelo release 4.5!.,0
Solicito o envio da nota fiscal NF-58989 para esta semana!,1
Solicito o banco de dados até amanhã…,1
Parabéns a todos pelo release 5.3!! Bom trabalho a todos,0
Publicamos as newsletter; obrigado a todos pelo apoio!,0
Estou com problema no envio de e-mails; conseguem retornar o certificado SSL? Ref.: #1827,1
"Equipe, poderiam cancelar a fatura o quanto antes, por favor!",1
Apenas informando: atualizações do produto disponível…,0
Poderiam confirmar o orçamento até o próximo dia útil…,1
Precisamos priorizar a proposta para o pedido PED-2021-5713 até 12/11!,1
Parabéns pelo lançamento da versão 4.0! Excelente trabalho do time. Obrigada!,0
Parabéns a todos pelo release 7.1!.,0
Solicito o envio da nota fiscal NF-30211 o quanto antes…,1
Podem enviar o índice de busca referente ao ticket #4357 ainda hoje!,1
Notas rápidas: newsletter referente à última sprint. Abs.,0
Apenas informando: release notes disponível… Obrigado!,0
Changelog 3.2 publicado. Sem necessidade de retorno.,0
Solicito a integração até 17h.,1
Estou com crash do aplicativo; conseguem corrigir o orçamento? Ref.: #1255,1
Precisamos validar o deploy para o pedido PED-2023-4060 até 18/08.,1
Conseguem anexar o cadastro ainda hoje? Caráter emergencial.,1
"Boa noite, pessoal! Obrigado pela ajuda de ontem. Obrigado!",0
Publicamos as newsletter; obrigado a todos pelo apoio. Até mais,0
Parabéns pelo lançamento da versão 7.5! Excelente trabalho do time.,0
Conseguem corrigir o ambiente de produção assim que possível? Caráter emergencial.,1
Notas rápidas: notas de versão referente à última sprint! Abraços,0
Conseguem confirmar as permissões de acesso assim que possível? Caráter emergencial!,1
Para conhecimento: release notes publicada. Não requer ação! Obrigada!,0
Parabéns a todos pelo release 5.1!. Obrigado!,0
Para conhecimento: release notes publicada. Não requer ação. Até mais,0
Favor emitir o certificado SSL até o próximo dia útil.,1
Estou com crash do aplicativo; conseguem confirmar o ambiente de homologação? Ref.: #4455,1
Podem substituir o comprovante de pagamento referente ao ticket #3817 ainda hoje!,1
Parabéns pelo lançamento da versão 6.6! Excelente trabalho do time.,0
Estou com falta de espaço em disco; conseguem esclarecer o índice de busca? Ref.: #6688,1
Apenas informando: atualizações do produto disponível… Bom trabalho a todos,0
Publicamos as notas de versão; obrigado a todos pelo apoio…,0
Só passando para desejar uma ótima semana. Abraços,0
Sem pendências no momento; bom trabalho a todos! Obrigado!,0
Bom dia! Compartilhando o resumo semanal do time. Abraços,0
Só passando para desejar uma ótima semana! Abs.,0
Favor publicar o acesso da conta o quanto antes.,1
Parabéns pelo lançamento da versão 1.2! Excelente trabalho do time.,0
"Oi, pessoal! Obrigado pela ajuda de ontem… Obrigado!",0
Parabéns a todos pelo release 7.6!.,0
Poderiam confirmar a senha provisória até o próximo dia útil…,1
Precisamos reativar as permissões de acesso para o pedido PED-2019-6300 até 19/03.,1
Estou com erro de autenticação; conseguem validar o webhook? Ref.: #3731,1
Mensagem automática de confirmação de cadastro!,0
Estou com falha no checkout; conseguem verificar o índice de busca? Ref.: #5620,1
Segue a status update da semana com os principais destaques do produto! Obrigada!,0
Apenas informando: resumo semanal disponível…,0
Sem pendências no momento; bom trabalho a todos.,0
Podem validar o ticket referente ao ticket #9038 até 17h.,1
Poderiam confirmar o certificado SSL até 17h.,1
Publicamos as atualizações do produto; obrigado a todos pelo apoio. Obrigado!,0
Publicamos as atualizações do produto; obrigado a todos pelo apoio. Att.,0
Preciso que aprovar o comprovante de pagamento assim que possível.,1
Segue a atualizações do produto da semana com os principais destaques do produto… Bom trabalho a todos,0
Poderiam confirmar as permissões de acesso para esta semana.,1
Estou com crash do aplicativo; conseguem retornar o acesso da conta? Ref.: #5718,1
Poderiam confirmar o pipeline de CI/CD ainda hoje!,1
Segue a status update da semana com os principais destaques do produto… Abraços,0
Segue a notas de versão da semana com os principais destaques do produto… Abs.,0
Segue a release notes da semana com os principais destaques do produto. Obrigada!,0
Favor reagendar a nota fiscal até amanhã.,1
Oi! Compartilhando o resumo semanal do time… Obrigada!,0
Publicamos as changelog; obrigado a todos pelo apoio…,0
Changelog 4.1 publicado. Sem necessidade de retorno.,0
Preciso que cancelar o backup até 17h.,1
Publicamos as status update; obrigado a todos pelo apoio!,0
Apenas informando: atualizações do produto disponível! Bom trabalho a todos,0
Favor reembolsar o laudo técnico até o fim do dia.,1
Parabéns pelo lançamento da versão 5.6! Excelente trabalho do time!,0
Favor verificar a integração até o próximo dia útil…,1
Favor desbloquear as permissões de acesso com urgência!,1
"Boa tarde, pessoal! Obrigado pela ajuda de ontem. Até mais",0
Notas rápidas: notas de versão referente à última sprint! Obrigada!,0
Publicamos as boletim; obrigado a todos pelo apoio!,0
"Boa noite, pessoal! Obrigado pela ajuda de ontem. Bom trabalho a todos",0
Favor renovar o backup ainda hoje!,1
Para conhecimento: changelog publicada. Não requer ação.,0
Solicito o envio da nota fiscal NF-17468 até 17h.,1
Favor atualizar o boleto ainda hoje.,1
Notas rápidas: newsletter referente à última sprint!,0
Solicito o envio da nota fiscal NF-52638 até 17h.,1
Precisamos resetar o build para o pedido PED-2019-8303 até 20/02.,1
Estou com falha no checkout; conseguem anexar o chamado? Ref.: #955,1
Poderiam confirmar o banco de dados até amanhã!,1
Apenas informando: notas de versão disponível. Até mais,0
Atualização interna: tarefas concluídas; nenhum retorno necessário… Até mais,0
Changelog 7.3 publicado. Sem necessidade de retorno.,0
Favor retornar o build com urgência.,1
Solicito o webhook para esta semana.,1
Notas rápidas: changelog referente à última sprint…,0
Favor instalar o documento ainda hoje.,1
Solicito o envio da nota fiscal NF-41416 até o fim do dia.,1
Precisamos revisar a configuração do servidor para o pedido PED-2019-9205 até 18/02.,1
Para conhecimento: atualizações do produto publicada. Não requer ação. Até mais,0
Prezados! Compartilhando o resumo semanal do time! Att.,0
Solicito o índice de busca até amanhã.,1
Parabéns pelo lançamento da versão 5.5! Excelente trabalho do time.,0
"Fala pessoal, poderiam renovar o cadastro para esta semana, se possível.",1
"Time, pessoal! Obrigado pela ajuda de ontem! Att.",0
Poderiam confirmar a senha provisória assim que possível…,1
Parabéns a todos pelo release 1.4!…,0
Apenas informando: status update disponível!,0
Parabéns pelo lançamento da versão 2.4! Excelente trabalho do time.,0
Conseguem retornar o pipeline de CI/CD ainda hoje? Com bastante urgência.,1
Favor agendar o documento assim que possível…,1
Apenas informando: notas de versão disponível. Abraços,0
Para conhecimento: boletim publicada. Não requer ação… Abs.,0
Poderiam confirmar o laudo técnico o quanto antes.,1
Poderiam confirmar o ticket assim que possível.,1
Estou com erro de autenticação; conseguem desbloquear o boleto? Ref.: #2569,1
Poderiam confirmar a integração assim que possível!,1
"Registro de reunião: tudo certo, próximos passos já definidos internamente! Abs.",0
Notas rápidas: notas de versão referente à última sprint!,0
Changelog 6.7 publicado. Sem necessidade de retorno!,0
Apenas informando: status update disponível! Abs.,0
Favor investigar o webhook até o fim do dia…,1
Solicito o envio da nota fiscal NF-40056 ainda hoje.,1
Parabéns a todos pelo release 5.7!…,0
Parabéns pelo lançamento da versão 6.4! Excelente trabalho do time!,0
Segue a atualizações do produto da semana com os principais destaques do produto…,0
"Prezados, poderiam regularizar a senha provisória até sexta-feira, assim que puderem!",1
Preciso que resetar o ticket até o próximo dia útil.,1
Sem pendências no momento; bom trabalho a todos!,0
Favor priorizar o relatório financeiro até sexta-feira…,1
Favor atualizar o deploy até o próximo dia útil.,1
Precisamos publicar o boleto para o pedido PED-2023-8799 até 09/11…,1
Preciso que escalar o DNS assim que possível!,1
Changelog 2.6 publicado. Sem necessidade de retorno.,0
Changelog 6.4 publicado. Sem necessidade de retorno…,0
Precisamos substituir o chamado para o pedido PED-2023-3785 até 24/03!,1
Precisamos retornar o DNS para o pedido PED-2022-188 até 05/05…,1
Poderiam confirmar o índice de busca assim que possível. Bom trabalho a todos,1
Bem-vindos ao time os novos integrantes. Bom trabalho a todos,0
Apenas informando: release notes disponível! Obrigada!,0
Estou com erro de autenticação; conseguem instalar o ambiente de produção? Ref.: #3486,1
Precisamos emitir o comprovante de pagamento para o pedido PED-2020-4566 até 14/02…,1
Parabéns pelo lançamento da versão 4.3! Excelente trabalho do time!,0
Changelog 5.7 publicado. Sem necessidade de retorno.,0
Estou com falta de espaço em disco; conseguem validar o laudo técnico? Ref.: #9382,1
Para conhecimento: resumo semanal publicada. Não requer ação. Bom trabalho a todos,0
Preciso que publicar o ambiente de produção ainda hoje.,1
Solicito o envio da nota fiscal NF-27378 até amanhã.,1
Parabéns pelo lançamento da versão 5.8! Excelente trabalho do time.,0
Equipe! Compartilhando o resumo semanal do time… Até mais,0
Changelog 1.8 publicado. Sem necessidade de retorno.,0
Segue a newsletter da semana com os principais destaques do produto… Obrigada!,0
Publicamos as resumo semanal; obrigado a todos pelo apoio. Abraços,0
Notas rápidas: newsletter referente à última sprint. Bom trabalho a todos,0
Preciso que confirmar o banco de dados assim que possível.,1
Publicamos as release notes; obrigado a todos pelo apoio. Obrigado!,0
Para conhecimento: resumo semanal publicada. Não requer ação… Obrigado!,0
Precisamos autorizar o documento para o pedido PED-2020-5638 até 08/04.,1
Apenas informando: release notes disponível! Obrigado!,0
"Fala pessoal, poderiam instalar a senha provisória para esta semana, se possível!",1
Parabéns a todos pelo release 6.2!…,0
Publicamos as changelog; obrigado a todos pelo apoio. Abs.,0
Poderiam confirmar o acesso da conta assim que possível…,1
Favor revisar a fatura até 17h.,1
"Boa tarde, pessoal! Obrigado pela ajuda de ontem…",0
Notas rápidas: notas de versão referente à última sprint. Abraços,0
Segue a notas de versão da semana com os principais destaques do produto… Abraços,0
Parabéns pelo lançamento da versão 7.5! Excelente trabalho do time. Bom trabalho a todos,0
Apenas informando: changelog disponível.,0
Prezados! Compartilhando o resumo semanal do time. Bom trabalho a todos,0
Podem emitir o certificado SSL referente ao ticket #5833 para esta semana.,1
Notas rápidas: release notes referente à última sprint…,0
Preciso que renovar o build até o próximo dia útil!,1
Parabéns a todos pelo release 5.1!.,0
Preciso que aprovar o pipeline de CI/CD até o fim do dia!,1
Parabéns pelo lançamento da versão 3.8! Excelente trabalho do time.,0
Parabéns a todos pelo release 5.4!…,0
Solicito o backup em até 24h…,1
Poderiam confirmar as permissões de acesso até amanhã!,1
Apenas informando: changelog disponível. Até mais,0
Notas rápidas: resumo semanal referente à última sprint!,0
"Prezados, poderiam providenciar o banco de dados até 17h, por favor.",1
Precisamos escalar as permissões de acesso para o pedido PED-2020-8299 até 19/07!,1
Estou com problema no envio de e-mails; conseguem regularizar o relatório financeiro? Ref.: #8768,1
Parabéns pelo lançamento da versão 2.2! Excelente trabalho do time!,0
Notas rápidas: boletim referente à última sprint…,0
Notas rápidas: newsletter referente à última sprint. Obrigada!,0
Parabéns a todos pelo release 7.0!.,0
Changelog 2.0 publicado. Sem necessidade de retorno.,0
Só passando para desejar uma ótima semana.,0
Changelog 5.1 publicado. Sem necessidade de retorno.,0
"Prezados, pessoal! Obrigado pela ajuda de ontem! Att.",0
Para conhecimento: changelog publicada. Não requer ação… Até mais,0
Changelog 4.6 publicado. Sem necessidade de retorno.,0
Para conhecimento: newsletter publicada. Não requer ação! Bom trabalho a todos,0
Boa noite! Compartilhando o resumo semanal do time…,0
Apenas informando: status update disponível. Obrigado!,0
"Equipe, poderiam retornar o DNS o quanto antes, se possível!",1
Precisamos providenciar a proposta para o pedido PED-2019-7537 até 03/06.,1
Parabéns a todos pelo release 7.7!.,0
Segue a resumo semanal da semana com os principais destaques do produto.,0
Changelog 3.6 publicado. Sem necessidade de retorno!,0
Changelog 1.2 publicado. Sem necessidade de retorno.,0
"Oi, poderiam revisar o certificado SSL até sexta-feira, por favor!",1
Só passando para desejar uma ótima semana. Att.,0
"Time, poderiam instalar o DNS o quanto antes, quando puderem.",1
Parabéns a todos pelo release 4.5!…,0
Segue a release notes da semana com os principais destaques do produto. Abs.,0
Segue a boletim da semana com os principais destaques do produto. Obrigado!,0
Conseguem aprovar a atualização do sistema até sexta-feira? Caráter emergencial.,1
Favor retornar o banco de dados até sexta-feira.,1
Favor habilitar o webhook até 17h.,1
Parabéns a todos pelo release 3.0!!,0
Conseguem reembolsar o cadastro até amanhã? Caráter emergencial.,1
Podem validar o status do pedido referente ao ticket #4021 até o próximo dia útil…,1
Estou com erro de permissão; conseguem instalar o índice de busca? Ref.: #6583,1
Solicito o envio da nota fiscal NF-34464 até o próximo dia útil…,1
Sem pendências no momento; bom trabalho a todos…,0
Publicamos as atualizações do produto; obrigado a todos pelo apoio. Bom trabalho a todos,0
Precisamos implantar o webhook para o pedido PED-2025-4760 até 19/11.,1
Changelog 1.6 publicado. Sem necessidade de retorno!,0
Solicito o envio da nota fiscal NF-19189 assim que possível.,1
Boa tarde! Compartilhando o resumo semanal do time. Abraços,0
Parabéns pelo lançamento da versão 6.7! Excelente trabalho do time.,0
Poderiam confirmar o certificado SSL até 17h!,1
"Time, pessoal! Obrigado pela ajuda de ontem!",0
Bom dia! Compartilhando o resumo semanal do time! Até mais,0
Solicito o pipeline de CI/CD até sexta-feira.,1
Conseguem habilitar o documento em até 24h? Com bastante urgência.,1
Para conhecimento: status update publicada. Não requer ação… Abs.,0
Para conhecimento: boletim publicada. Não requer ação! Att.,0
Bem-vindos ao time os novos integrantes… Att.,0
Precisamos habilitar a configuração do servidor para o pedido PED-2025-5769 até 11/08!,1
Changelog 2.8 publicado. Sem necessidade de retorno!,0
Poderiam confirmar o documento o quanto antes.,1
Conseguem reativar o laudo técnico ainda hoje? É urgente!,1
"Registro de reunião: tudo certo, próximos passos já definidos internamente… Abs.",0
Poderiam confirmar o ambiente de homologação ainda hoje…,1
Segue a resumo semanal da semana com os principais destaques do produto. Abraços,0
Podem escalar o boleto referente ao ticket #2888 até amanhã.,1
Conseguem aprovar o ambiente de produção até o fim do dia? Prioridade alta.,1
Publicamos as release notes; obrigado a todos pelo apoio!,0
Estou com divergência de dados; conseguem confirmar o laudo técnico? Ref.: #8013,1
"Equipe, poderiam retornar a proposta o quanto antes, por gentileza.",1
Para conhecimento: newsletter publicada. Não requer ação! Att.,0
Bem-vindos ao time os novos integrantes! Obrigado!,0
Solicito a senha provisória ainda hoje.,1
Changelog 2.3 publicado. Sem necessidade de retorno. Abs.,0
Poderiam confirmar o ticket em até 24h.,1
Precisamos corrigir o certificado SSL para o pedido PED-2022-3337 até 21/07.,1
Precisamos habilitar o webhook para o pedido PED-2022-2740 até 18/01…,1
Parabéns pelo lançamento da versão 6.0! Excelente trabalho do time!,0
Segue a status update da semana com os principais destaques do produto…,0
Para conhecimento: boletim publicada. Não requer ação…,0
Parabéns pelo lançamento da versão 4.7! Excelente trabalho do time!,0
Podem escalar o build referente ao ticket #3113 o quanto antes.,1
Precisamos aprovar o backup para o pedido PED-2025-5533 até 23/10.,1
Poderiam confirmar o índice de busca até o fim do dia!,1
"Oi, poderiam desbloquear o cadastro assim que possível, se possível!",1
Só passando para desejar uma ótima semana. Abs.,0
Poderiam confirmar o deploy o quanto antes.,1
"Boa tarde, poderiam emitir a configuração do servidor até o próximo dia útil, se possível!",1
Podem corrigir o boleto referente ao ticket #2277 em até 24h.,1
"Oi, poderiam habilitar as permissões de acesso até o fim do dia, por favor.",1
Precisamos substituir o ticket para o pedido PED-2024-462 até 23/10.,1
Solicito o comprovante de pagamento até o próximo dia útil…,1
Só passando para desejar uma ótima semana… Abraços,0
Preciso que aprovar o índice de busca o quanto antes…,1
Estou com falha no checkout; conseguem verificar o chamado? Ref.: #2998,1
Estou com falha no checkout; conseguem publicar o pipeline de CI/CD? Ref.: #2518,1
Notas rápidas: status update referente à última sprint… Abs.,0
Precisamos renovar o status do pedido para o pedido PED-2025-5811 até 23/12!,1
Precisamos revisar a configuração do servidor para o pedido PED-2024-5119 até 01/06…,1
Poderiam confirmar a integração para esta semana.,1
Podem autorizar o cadastro referente ao ticket #2316 até sexta-feira!,1
Podem renovar o comprovante de pagamento referente ao ticket #143 até 17h.,1
Poderiam confirmar o ambiente de produção até 17h. Até mais,1
"Boa noite, poderiam reembolsar a atualização do sistema assim que possível, assim que puderem.",1
Conseguem renovar o cadastro para esta semana? É urgente!,1
Solicito o backup até amanhã.,1
Precisamos agendar o DNS para o pedido PED-2023-6765 até 19/05.,1
Apenas informando: changelog disponível. Abraços,0
Preciso que esclarecer a atualização do sistema para esta semana.,1
Precisamos atualizar o laudo técnico para o pedido PED-2023-7316 até 13/09.,1
Notas rápidas: atualizações do produto referente à última sprint.,0
Parabéns pelo lançamento da versão 4.6! Excelente trabalho do time…,0
Estou com erro de permissão; conseguem agendar o status do pedido? Ref.: #422,1
Changelog 7.9 publicado. Sem necessidade de retorno!,0
Precisamos providenciar a atualização do sistema para o pedido PED-2022-8913 até 10/06…,1
Changelog 5.8 publicado. Sem necessidade de retorno.,0
Favor agendar o boleto até amanhã…,1
Parabéns a todos pelo release 5.3!.,0
Notas rápidas: boletim referente à última sprint… Abs.,0
Para conhecimento: changelog publicada. Não requer ação. Abs.,0
Preciso que aprovar o boleto até 17h.,1
Podem regularizar o boleto referente ao ticket #9490 com urgência.,1
Estou com divergência de dados; conseguem substituir a atualização do sistema? Ref.: #7528,1
Segue a newsletter da semana com os principais destaques do produto! Até mais,0
Conseguem atualizar as permissões de acesso até sexta-feira? É urgente.,1
Favor investigar o laudo técnico assim que possível.,1
Parabéns pelo lançamento da versão 3.9! Excelente trabalho do time.,0
Apenas informando: resumo semanal disponível… Abs.,0
Atualização interna: tarefas concluídas; nenhum retorno necessário! Att.,0
Parabéns pelo lançamento da versão 5.5! Excelente trabalho do time. Abs.,0
Publicamos as notas de versão; obrigado a todos pelo apoio.,0
"Olá, pessoal! Obrigado pela ajuda de ontem!",0
Conseguem renovar o documento até amanhã? Alta prioridade…,1
Podem publicar o relatório financeiro referente ao ticket #6087 até sexta-feira!,1
Podem agendar o chamado referente ao ticket #3800 ainda hoje.,1
Solicito o envio da nota fiscal NF-80278 o quanto antes.,1
Conseguem publicar a atualização do sistema ainda hoje? Prioridade alta.,1
Bom dia! Compartilhando o resumo semanal do time.,0
Podem resetar o orçamento referente ao ticket #1722 até 17h!,1
Parabéns pelo lançamento da versão 5.6! Excelente trabalho do time.,0
"Registro de reunião: tudo certo, próximos passos já definidos internamente! Até mais",0
Solicito o envio da nota fiscal NF-76748 até o próximo dia útil…,1
Segue a atualizações do produto da semana com os principais destaques do produto. Abraços,0
Solicito o acesso da conta até sexta-feira…,1
Conseguem corrigir a senha provisória para esta semana? É urgente!,1
Precisamos verificar o pipeline de CI/CD para o pedido PED-2019-710 até 23/01.,1
Prezados! Compartilhando o resumo semanal do time…,0
Atualização interna: tarefas concluídas; nenhum retorno necessário… Att.,0
Solicito o backup em até 24h.,1
Apenas informando: status update disponível… Até mais,0
Notas rápidas: resumo semanal referente à última sprint… Obrigado!,0
Solicito o chamado para esta semana!,1
Para conhecimento: release notes publicada. Não requer ação. Abraços,0
Preciso que enviar a integração assim que possível.,1
Changelog 1.4 publicado. Sem necessidade de retorno.,0
Parabéns a todos pelo release 7.2!.,0
Segue a boletim da semana com os principais destaques do produto…,0
Podem publicar a nota fiscal referente ao ticket #1209 ainda hoje.,1
Estou com bug na tela de login; conseguem reagendar a fatura? Ref.: #5147,1
Parabéns a todos pelo release 3.1!!,0
"Equipe, poderiam resetar o índice de busca até o próximo dia útil, quando puderem…",1
Publicamos as notas de versão; obrigado a todos pelo apoio. Até mais,0
Segue a boletim da semana com os principais destaques do produto. Obrigada!,0
Precisamos regularizar o cadastro para o pedido PED-2019-2335 até 06/05…,1
Publicamos as atualizações do produto; obrigado a todos pelo apoio…,0
Para conhecimento: notas de versão publicada. Não requer ação. Até mais,0
Mensagem automática de confirmação de cadastro! Att.,0
Apenas informando: boletim disponível. Bom trabalho a todos,0
Precisamos notificar a fatura para o pedido PED-2024-5509 até 16/03!,1
Podem substituir a nota fiscal referente ao ticket #9580 até amanhã…,1
Changelog 3.2 publicado. Sem necessidade de retorno. Até mais,0
"Equipe, pessoal! Obrigado pela ajuda de ontem! Obrigado!",0
Preciso que revisar o orçamento o quanto antes.,1
Parabéns pelo lançamento da versão 5.1! Excelente trabalho do time.,0
Parabéns pelo lançamento da versão 2.4! Excelente trabalho do time!,0
Oi! Compartilhando o resumo semanal do time… Bom trabalho a todos,0
Solicito o envio da nota fiscal NF-61034 o quanto antes.,1
Parabéns a todos pelo release 6.1!.,0
Para conhecimento: newsletter publicada. Não requer ação. Abs.,0
Solicito o envio da nota fiscal NF-29160 até 17h.,1
Solicito o envio da nota fiscal NF-66108 até 17h…,1
Segue a resumo semanal da semana com os principais destaques do produto. Obrigado!,0
"Boa noite, poderiam implantar o certificado SSL até amanhã, se possível!",1
Publicamos as status update; obrigado a todos pelo apoio. Abs.,0
Poderiam confirmar o laudo técnico até 17h…,1
Solicito o envio da nota fiscal NF-15832 em até 24h…,1
Changelog 6.7 publicado. Sem necessidade de retorno…,0
"Equipe, pessoal! Obrigado pela ajuda de ontem…",0
Equipe! Compartilhando o resumo semanal do time. Att.,0
Apenas informando: boletim disponível. Obrigada!,0
"Registro de reunião: tudo certo, próximos passos já definidos internamente. Obrigada!",0
Favor liberar o contrato até amanhã.,1
Sem pendências no momento; bom trabalho a todos… Bom trabalho a todos,0
Preciso que reativar a atualização do sistema o quanto antes!,1
Notas rápidas: boletim referente à última sprint!,0
